ref,fecha,distrito,superficie_m2,habitaciones,banos,planta,ascensor,estado,anio_construccion,exterior,precio_eur,desviacion_inyectada,etiqueta_verdad
MD-0263,2025-10-31,Tetuan,62,2,1,4,True,buen estado,1981,True,309000,0.0,mercado
MD-0264,2025-12-28,Hortaleza,116,5,2,0,True,a reformar,1995,True,585000,0.0,mercado
MD-0265,2026-04-25,Carabanchel,76,2,2,6,True,buen estado,1986,True,255000,0.0,mercado
MD-0266,2026-07-01,Moratalaz,57,2,1,1,False,buen estado,1935,True,196000,0.0,mercado
MD-0267,2026-07-14,Retiro,57,2,1,3,True,buen estado,1988,True,304000,0.0,mercado
MD-0268,2026-08-26,Tetuan,89,4,2,7,False,buen estado,1967,True,405000,0.0,mercado
MD-0269,2026-06-07,Tetuan,40,1,1,7,True,a reformar,1964,True,134000,-0.1568,infraprecio_inyectado
MD-0270,2025-12-07,Chamartin,47,2,1,4,False,buen estado,1943,True,345000,0.1456,sobreprecio_inyectado
MD-0271,2026-07-20,Moratalaz,77,3,1,3,True,reformado,1954,True,281000,-0.193,infraprecio_inyectado
MD-0272,2026-05-14,Ciudad Lineal,64,3,1,2,True,a reformar,1971,True,244000,0.0,mercado
MD-0273,2025-10-23,Fuencarral-El Pardo,161,6,3,4,True,buen estado,1951,False,737000,0.0,mercado
MD-0274,2026-04-27,Vicalvaro,84,3,2,4,False,reformado,1926,False,318000,0.16,sobreprecio_inyectado
MD-0275,2026-05-04,Carabanchel,65,2,1,0,False,buen estado,1951,True,211000,0.0,mercado
MD-0276,2025-11-12,Hortaleza,64,1,1,6,True,buen estado,1963,False,354000,0.0,mercado
MD-0277,2026-03-05,Hortaleza,146,5,3,3,True,buen estado,1986,True,859000,0.1214,sobreprecio_inyectado
MD-0278,2026-02-08,Ciudad Lineal,42,3,1,7,True,buen estado,1963,True,269000,0.0,mercado
MD-0279,2026-08-09,Carabanchel,86,3,2,8,True,reformado,1959,False,266000,0.0,mercado
MD-0280,2025-10-13,Salamanca,57,1,1,1,True,a reformar,2014,False,318000,0.0,mercado
MD-0281,2026-03-04,Chamartin,176,6,3,4,True,a reformar,1998,False,880000,0.0,mercado
MD-0282,2026-02-22,Carabanchel,96,4,2,5,True,buen estado,1956,True,325000,0.0,mercado
MD-0283,2026-04-26,Retiro,116,3,2,5,False,buen estado,1965,True,682000,0.0,mercado
MD-0284,2025-09-29,Latina,70,3,1,3,False,a reformar,1966,True,132000,-0.265,infraprecio_inyectado
MD-0285,2026-04-16,Latina,60,2,1,2,True,buen estado,1954,True,205000,0.0,mercado
MD-0286,2026-08-22,Chamartin,138,5,2,8,False,buen estado,1968,True,996000,0.0,mercado
MD-0287,2025-10-26,Arganzuela,150,6,3,3,False,a reformar,1957,True,719000,0.0,mercado
MD-0288,2026-04-23,Villa de Vallecas,52,2,1,7,False,reformado,1955,True,314000,0.2772,sobreprecio_inyectado
MD-0289,2025-11-27,Fuencarral-El Pardo,89,2,2,2,True,reformado,1972,False,378000,0.0,mercado
MD-0290,2026-03-01,Chamartin,122,4,2,2,False,buen estado,1937,False,889000,0.0,mercado
MD-0291,2026-05-07,Latina,41,2,1,1,True,buen estado,1993,False,128000,0.0,mercado
MD-0292,2026-07-14,Carabanchel,54,1,1,2,False,buen estado,1946,True,216000,0.0,mercado
MD-0293,2026-02-05,Centro,30,1,1,7,True,buen estado,1979,False,126000,-0.271,infraprecio_inyectado
MD-0294,2026-01-16,Salamanca,37,1,1,1,True,reformado,2005,True,414000,0.0,mercado
MD-0295,2026-05-20,Fuencarral-El Pardo,103,4,2,4,False,reformado,2008,False,531000,0.0,mercado
MD-0296,2026-03-22,Tetuan,96,4,2,1,True,a reformar,1987,True,409000,0.0,mercado
MD-0297,2026-07-12,Puente de Vallecas,59,2,1,6,True,obra nueva,2024,True,213000,0.0,mercado
MD-0298,2025-11-21,Carabanchel,31,1,1,1,True,reformado,1981,True,111000,0.0,mercado
MD-0299,2026-01-19,Usera,133,4,3,5,False,a reformar,1964,True,296000,0.0,mercado
MD-0300,2026-01-10,Centro,91,3,1,6,True,buen estado,2007,False,808000,0.0,mercado
MD-0301,2026-07-15,Chamberi,46,1,1,4,True,buen estado,1981,True,416000,0.0,mercado
MD-0302,2026-07-20,Moncloa-Aravaca,49,2,1,3,True,a reformar,1939,True,294000,0.0,mercado
MD-0303,2026-06-25,Salamanca,59,2,1,1,True,buen estado,1992,True,518000,0.0,mercado
MD-0304,2026-03-07,Centro,185,6,3,1,True,buen estado,1971,False,1223000,0.0,mercado
MD-0305,2026-02-01,Vicalvaro,184,6,2,2,False,reformado,1968,True,842000,0.0,mercado
MD-0306,2026-06-27,Barajas,40,1,1,8,True,reformado,2003,False,189000,0.0,mercado
MD-0307,2026-03-04,Hortaleza,128,5,2,5,True,buen estado,1972,True,698000,0.0,mercado
MD-0308,2026-03-13,Chamberi,39,1,1,0,True,a reformar,1976,True,262000,0.0,mercado
MD-0309,2026-03-24,Puente de Vallecas,58,2,1,6,False,buen estado,1966,False,190000,0.1717,sobreprecio_inyectado
MD-0310,2026-06-29,Hortaleza,69,2,1,5,True,buen estado,1996,False,314000,0.0,mercado
MD-0311,2026-03-14,Hortaleza,76,2,2,0,False,buen estado,1936,True,290000,0.0,mercado
MD-0312,2026-02-09,Chamartin,66,2,1,6,True,buen estado,1992,True,472000,0.0,mercado
MD-0313,2026-07-30,Retiro,88,3,2,7,True,reformado,1952,True,635000,0.0,mercado
MD-0314,2026-05-18,Fuencarral-El Pardo,99,3,2,5,True,buen estado,1970,True,524000,0.0,mercado
MD-0315,2026-08-08,Villaverde,142,5,3,2,False,reformado,1954,True,349000,0.0,mercado
MD-0316,2026-05-22,Hortaleza,181,6,3,8,False,a reformar,1943,True,939000,0.0,mercado
MD-0317,2026-01-05,Fuencarral-El Pardo,144,6,3,1,True,a reformar,1906,True,707000,0.0,mercado
MD-0318,2026-05-04,Chamartin,69,3,1,3,True,reformado,1977,True,581000,0.0,mercado
MD-0319,2025-11-02,Ciudad Lineal,51,2,1,8,True,reformado,1976,True,239000,0.0,mercado
MD-0320,2026-06-11,Chamartin,41,2,1,1,True,a reformar,1988,False,236000,0.0,mercado
MD-0321,2026-03-26,Chamartin,90,3,2,1,False,buen estado,1945,False,620000,0.0,mercado
MD-0322,2025-12-18,Hortaleza,103,3,2,2,True,a reformar,1982,True,463000,0.0,mercado
MD-0323,2025-11-12,Salamanca,90,3,2,5,True,a reformar,1981,True,701000,0.0,mercado
MD-0324,2026-03-23,Centro,61,2,1,0,False,a reformar,1946,False,455000,0.2308,sobreprecio_inyectado
MD-0325,2026-07-08,Carabanchel,63,3,1,2,True,a reformar,1941,True,130000,0.0,mercado
MD-0326,2025-10-27,Latina,73,3,1,8,True,a reformar,1950,True,203000,0.0,mercado
MD-0327,2026-05-24,Chamartin,159,5,2,4,False,buen estado,2000,True,1256000,0.0,mercado
MD-0328,2025-12-16,Usera,74,2,1,1,False,buen estado,1963,True,201000,0.0,mercado
MD-0329,2025-09-08,Chamartin,90,3,2,3,True,reformado,1981,True,681000,0.0,mercado
MD-0330,2026-07-05,Ciudad Lineal,61,3,1,0,True,a reformar,1965,True,203000,0.0,mercado
MD-0331,2026-06-04,Ciudad Lineal,107,4,1,2,True,a reformar,2013,True,368000,-0.1524,infraprecio_inyectado
MD-0332,2026-02-24,Puente de Vallecas,37,1,1,3,True,a reformar,1946,True,91000,0.1592,sobreprecio_inyectado
MD-0333,2025-12-26,Puente de Vallecas,124,5,2,1,True,reformado,1991,True,393000,0.0,mercado
MD-0334,2026-05-24,Hortaleza,58,4,1,5,False,buen estado,1966,True,179000,-0.1837,infraprecio_inyectado
MD-0335,2026-03-01,Chamartin,146,5,3,2,False,buen estado,1965,False,1073000,0.0,mercado
MD-0336,2026-05-05,San Blas-Canillejas,40,2,1,7,True,reformado,1972,True,183000,0.0,mercado
MD-0337,2026-03-22,Carabanchel,41,2,1,1,True,buen estado,1988,True,157000,0.1574,sobreprecio_inyectado
MD-0338,2025-09-26,Puente de Vallecas,72,2,1,8,True,buen estado,1996,True,201000,0.0,mercado
MD-0339,2026-06-01,Puente de Vallecas,72,3,1,5,True,obra nueva,2023,True,234000,0.0,mercado
MD-0340,2026-08-24,Carabanchel,55,2,1,4,False,buen estado,1933,False,138000,0.0,mercado
MD-0341,2026-03-08,Carabanchel,76,2,2,3,True,a reformar,1980,True,221000,0.0,mercado
MD-0342,2026-04-13,Arganzuela,66,3,1,1,False,buen estado,1949,True,364000,-0.2258,infraprecio_inyectado
MD-0343,2026-06-18,Fuencarral-El Pardo,93,3,2,7,True,buen estado,1955,True,601000,0.0,mercado
MD-0344,2026-07-02,Moncloa-Aravaca,71,3,1,3,True,buen estado,1980,True,555000,0.0,mercado
MD-0345,2026-06-05,Vicalvaro,85,3,2,1,True,buen estado,1977,True,329000,0.0,mercado
MD-0346,2025-10-21,Centro,61,3,1,2,True,buen estado,1987,True,541000,0.0,mercado
MD-0347,2026-08-28,Hortaleza,127,6,1,3,True,reformado,2017,True,733000,0.0,mercado
MD-0348,2026-06-28,Tetuan,116,4,2,4,True,reformado,1956,False,561000,0.0,mercado
MD-0349,2025-12-11,Salamanca,154,5,3,2,True,a reformar,1979,True,1030000,0.0,mercado
MD-0350,2025-11-07,Hortaleza,152,4,3,5,False,reformado,1995,True,927000,0.0,mercado
MD-0351,2025-12-26,Puente de Vallecas,50,2,1,7,True,reformado,1975,False,131000,0.0,mercado
MD-0352,2025-11-10,Centro,69,3,1,1,True,buen estado,1988,False,421000,-0.1271,infraprecio_inyectado
MD-0353,2025-11-12,Puente de Vallecas,78,3,2,3,True,buen estado,1981,False,144000,0.0,mercado
MD-0354,2025-09-24,Retiro,72,3,1,3,False,buen estado,1967,True,490000,0.0,mercado
MD-0355,2025-12-21,Ciudad Lineal,43,1,1,7,False,buen estado,1934,True,203000,0.0,mercado
MD-0356,2026-07-14,Ciudad Lineal,99,3,2,6,True,reformado,1951,False,377000,0.0,mercado
MD-0357,2026-02-19,Puente de Vallecas,61,1,1,0,True,reformado,1972,False,154000,0.0,mercado
MD-0358,2026-05-30,Puente de Vallecas,75,2,2,0,True,buen estado,1994,True,255000,0.0,mercado
MD-0359,2025-11-01,Chamberi,102,4,2,5,True,buen estado,1967,False,826000,0.0,mercado
MD-0360,2026-08-20,Fuencarral-El Pardo,102,4,2,4,True,reformado,1970,True,694000,0.0,mercado
MD-0361,2026-05-22,Tetuan,80,3,1,1,True,buen estado,1972,False,395000,-0.1428,infraprecio_inyectado
MD-0362,2025-11-14,Vicalvaro,60,3,1,8,True,buen estado,1976,True,198000,0.0,mercado
MD-0363,2026-02-24,Chamberi,54,1,1,7,True,buen estado,1972,True,464000,0.0,mercado
MD-0364,2026-06-11,Villa de Vallecas,52,2,1,1,False,reformado,1973,False,172000,0.0,mercado
MD-0365,2026-05-13,San Blas-Canillejas,177,5,3,1,True,a reformar,1962,False,687000,0.0,mercado
MD-0366,2026-08-28,Ciudad Lineal,51,2,1,0,True,obra nueva,2023,False,275000,0.0,mercado
MD-0367,2026-02-18,Chamartin,126,4,2,3,True,buen estado,1995,True,986000,0.0,mercado
MD-0368,2026-01-13,Vicalvaro,100,3,2,1,False,a reformar,1957,False,213000,-0.1244,infraprecio_inyectado
MD-0369,2025-10-21,Fuencarral-El Pardo,172,6,3,1,True,obra nueva,2023,True,1149000,0.0,mercado
MD-0370,2025-09-21,Hortaleza,75,3,2,2,False,buen estado,1951,True,425000,0.0,mercado
MD-0371,2026-06-14,Hortaleza,92,4,2,1,True,obra nueva,2026,True,641000,0.0,mercado
MD-0372,2025-12-10,Hortaleza,120,4,2,7,True,buen estado,1957,True,539000,0.0,mercado
MD-0373,2026-08-10,Centro,110,5,2,6,True,obra nueva,2025,True,836000,-0.2095,infraprecio_inyectado
MD-0374,2025-12-09,Chamberi,161,6,3,6,True,buen estado,1965,True,1211000,0.0,mercado
MD-0375,2026-07-13,Villaverde,180,6,3,0,True,obra nueva,2025,True,480000,0.0,mercado
MD-0376,2025-09-15,Retiro,45,2,1,4,True,reformado,1976,False,313000,0.0,mercado
MD-0377,2026-04-28,Puente de Vallecas,60,3,1,2,True,buen estado,1973,True,163000,0.0,mercado
MD-0378,2026-03-24,Chamartin,130,4,3,1,True,buen estado,1966,True,1076000,0.0,mercado
MD-0379,2026-06-13,Moncloa-Aravaca,76,4,2,6,True,reformado,1970,True,579000,0.0,mercado
MD-0380,2025-12-15,San Blas-Canillejas,55,3,1,3,False,buen estado,1956,True,156000,-0.2238,infraprecio_inyectado
MD-0381,2026-02-27,Fuencarral-El Pardo,89,2,2,8,False,a reformar,1946,False,294000,0.0,mercado
MD-0382,2025-09-03,Latina,46,1,1,7,True,a reformar,1993,True,128000,0.0,mercado
MD-0383,2025-09-27,Latina,42,2,1,5,True,a reformar,1983,True,116000,0.2103,sobreprecio_inyectado
MD-0384,2026-06-20,Tetuan,171,6,3,7,True,buen estado,1944,False,794000,0.0,mercado
MD-0385,2026-07-19,Retiro,173,6,3,7,True,a reformar,2003,True,1045000,0.0,mercado
MD-0386,2026-07-15,San Blas-Canillejas,84,4,1,4,False,a reformar,1941,True,185000,0.0,mercado
MD-0387,2026-04-17,Ciudad Lineal,50,2,1,8,True,a reformar,1993,True,166000,0.0,mercado
MD-0388,2026-04-11,Ciudad Lineal,56,2,1,7,True,buen estado,1995,True,274000,0.0,mercado
MD-0389,2026-07-25,Chamartin,119,4,2,0,True,reformado,1969,True,1389000,0.0,mercado
MD-0390,2025-12-23,Centro,76,3,2,2,True,buen estado,1954,True,554000,0.0,mercado
MD-0391,2026-04-10,Ciudad Lineal,54,1,1,1,True,a reformar,1974,False,171000,-0.1441,infraprecio_inyectado
MD-0392,2026-05-14,Villaverde,56,3,1,3,False,buen estado,1954,False,112000,0.0,mercado
MD-0393,2026-05-14,Vicalvaro,100,3,2,5,True,a reformar,1983,True,342000,0.0,mercado
MD-0394,2026-01-27,Centro,59,3,1,0,True,buen estado,1967,True,467000,0.0,mercado
MD-0395,2025-09-03,Hortaleza,42,2,1,6,True,buen estado,1977,False,209000,0.0,mercado
MD-0396,2026-01-26,Arganzuela,65,2,1,1,True,a reformar,1966,False,313000,0.0,mercado
MD-0397,2025-12-01,Carabanchel,38,2,1,8,True,buen estado,1974,True,134000,0.0,mercado
MD-0398,2025-11-23,Carabanchel,91,3,2,8,True,reformado,1976,True,385000,0.2168,sobreprecio_inyectado
MD-0399,2025-12-15,Tetuan,168,6,3,7,True,a reformar,1945,True,743000,0.0,mercado
MD-0400,2025-11-06,Ciudad Lineal,129,5,1,5,True,buen estado,1985,True,630000,0.0,mercado
MD-0401,2026-05-28,Arganzuela,57,2,1,8,True,reformado,1958,False,329000,0.0,mercado
MD-0402,2026-04-09,Puente de Vallecas,46,3,1,6,True,reformado,1964,True,118000,-0.2461,infraprecio_inyectado
MD-0403,2025-12-25,Salamanca,70,3,1,3,True,obra nueva,2025,False,546000,0.0,mercado
MD-0404,2026-01-01,Vicalvaro,63,2,1,0,True,buen estado,1956,True,217000,0.0,mercado
MD-0405,2025-11-22,Chamartin,81,3,1,1,True,a reformar,2006,True,726000,0.1838,sobreprecio_inyectado
MD-0406,2026-01-01,Centro,28,1,1,1,False,buen estado,1954,True,223000,0.0,mercado
MD-0407,2026-06-23,Latina,57,3,1,8,True,obra nueva,2024,True,200000,-0.217,infraprecio_inyectado
MD-0408,2025-11-10,Carabanchel,66,2,1,6,True,buen estado,1974,False,195000,0.0,mercado
MD-0409,2025-09-12,San Blas-Canillejas,52,2,1,7,True,reformado,1959,True,235000,0.0,mercado
MD-0410,2026-06-16,Ciudad Lineal,78,2,1,1,True,buen estado,1971,True,378000,0.0,mercado
MD-0411,2026-01-24,Carabanchel,176,6,3,8,True,obra nueva,2023,True,697000,0.0,mercado
MD-0412,2026-07-05,San Blas-Canillejas,55,2,1,3,True,a reformar,1980,True,167000,0.0,mercado
MD-0413,2026-03-31,San Blas-Canillejas,146,5,3,0,False,a reformar,1953,False,475000,0.0,mercado
MD-0414,2026-01-10,Puente de Vallecas,72,2,1,3,True,reformado,1951,True,196000,0.0,mercado
MD-0415,2026-07-18,Arganzuela,96,3,2,8,True,buen estado,1989,False,527000,-0.2174,infraprecio_inyectado
MD-0416,2026-01-31,Salamanca,44,2,1,4,True,buen estado,1959,False,318000,0.0,mercado
MD-0417,2025-10-15,Centro,83,3,2,3,True,a reformar,1993,True,536000,0.0,mercado
MD-0418,2026-05-19,Latina,107,4,2,0,True,a reformar,1975,True,369000,0.0,mercado
MD-0419,2025-09-13,Fuencarral-El Pardo,94,3,2,0,True,reformado,1981,True,646000,0.0,mercado
MD-0420,2025-09-17,Puente de Vallecas,78,4,2,8,True,buen estado,1982,True,264000,0.0,mercado
MD-0421,2026-01-27,Hortaleza,107,4,2,1,False,a reformar,1931,True,345000,-0.2662,infraprecio_inyectado
MD-0422,2026-03-29,Ciudad Lineal,51,2,1,5,True,obra nueva,2026,False,268000,0.0,mercado
MD-0423,2026-05-24,Arganzuela,62,2,1,1,True,buen estado,2002,False,373000,0.0,mercado
MD-0424,2025-12-21,Centro,66,3,1,6,True,buen estado,1911,False,387000,0.0,mercado
MD-0425,2026-08-11,Moratalaz,86,4,2,0,True,reformado,1964,False,402000,0.1271,sobreprecio_inyectado
MD-0426,2026-06-13,Ciudad Lineal,73,2,1,0,True,buen estado,1978,True,357000,0.0,mercado
MD-0427,2025-12-24,Retiro,47,1,1,4,True,reformado,2017,True,272000,0.0,mercado
MD-0428,2026-08-23,Centro,79,3,2,5,True,reformado,2023,False,556000,0.0,mercado
MD-0429,2025-12-04,Vicalvaro,65,2,1,6,True,buen estado,1957,True,164000,-0.1944,infraprecio_inyectado
MD-0430,2026-08-23,Latina,53,2,1,8,False,buen estado,1958,True,186000,0.0,mercado
MD-0431,2025-12-26,Puente de Vallecas,32,1,1,7,False,buen estado,1978,True,71000,0.0,mercado
MD-0432,2026-05-31,Fuencarral-El Pardo,65,3,1,3,True,reformado,1957,True,450000,0.0,mercado
MD-0433,2026-02-21,Chamartin,99,3,1,5,True,buen estado,1978,True,903000,0.0,mercado
MD-0434,2026-01-14,Hortaleza,115,5,2,5,True,reformado,1973,False,687000,0.0,mercado
MD-0435,2026-02-26,Carabanchel,70,3,1,1,True,reformado,1990,True,219000,-0.2542,infraprecio_inyectado
MD-0436,2026-08-15,Hortaleza,159,5,3,2,False,buen estado,1937,True,783000,0.0,mercado
MD-0437,2026-01-08,Usera,152,5,3,8,True,buen estado,1972,False,392000,0.0,mercado
MD-0438,2026-08-20,Puente de Vallecas,57,1,1,1,True,a reformar,1975,True,136000,0.0,mercado
MD-0439,2026-05-20,Carabanchel,43,2,1,4,True,reformado,1998,True,160000,0.0,mercado
MD-0440,2026-03-13,San Blas-Canillejas,55,3,1,5,True,buen estado,1975,True,198000,0.0,mercado
MD-0441,2025-12-17,Hortaleza,60,2,1,8,True,reformado,1963,True,405000,0.0,mercado
MD-0442,2025-12-19,Latina,29,1,1,7,True,a reformar,1967,True,74000,0.0,mercado
MD-0443,2026-04-24,Carabanchel,54,2,1,6,True,buen estado,2007,True,247000,0.0,mercado
MD-0444,2026-07-22,Hortaleza,112,5,2,1,True,buen estado,2010,False,509000,0.1722,sobreprecio_inyectado
MD-0445,2026-01-13,Villa de Vallecas,47,1,1,6,True,a reformar,1982,True,177000,0.2398,sobreprecio_inyectado
MD-0446,2025-09-07,Centro,36,2,1,0,True,buen estado,1950,True,239000,0.0,mercado
MD-0447,2025-11-20,Salamanca,115,5,2,0,False,a reformar,1950,True,900000,0.0,mercado
MD-0448,2025-11-08,Carabanchel,76,3,2,0,False,reformado,1968,True,338000,0.0,mercado
MD-0449,2026-08-09,Tetuan,80,3,2,5,True,buen estado,2012,True,446000,0.0,mercado
MD-0450,2026-07-21,Centro,78,3,2,5,False,reformado,1948,False,587000,0.0,mercado
MD-0451,2025-09-22,Puente de Vallecas,77,2,2,5,False,buen estado,1960,True,206000,0.0,mercado
MD-0452,2026-08-06,Ciudad Lineal,75,2,2,5,True,buen estado,1972,True,302000,0.0,mercado
MD-0453,2026-03-25,Villaverde,58,2,1,5,False,buen estado,1954,False,142000,0.1986,sobreprecio_inyectado
MD-0454,2026-03-20,Latina,54,2,1,0,True,buen estado,1980,True,176000,0.0,mercado
MD-0455,2026-04-08,Hortaleza,162,6,3,1,False,buen estado,1934,True,714000,0.0,mercado
MD-0456,2025-10-19,Centro,66,2,1,5,False,buen estado,1942,True,464000,0.0,mercado
MD-0457,2026-03-05,Hortaleza,155,5,3,1,True,buen estado,2007,True,772000,0.0,mercado
MD-0458,2025-11-07,Fuencarral-El Pardo,151,5,2,0,True,a reformar,2004,True,689000,0.0,mercado
MD-0459,2025-12-18,Tetuan,137,5,3,1,True,reformado,1992,True,1027000,0.1605,sobreprecio_inyectado
MD-0460,2025-10-01,Carabanchel,80,3,2,0,True,obra nueva,2024,True,331000,0.0,mercado
MD-0461,2026-07-31,Villaverde,84,2,2,1,True,buen estado,1974,True,193000,0.0,mercado
MD-0462,2026-08-18,Puente de Vallecas,40,1,1,1,True,obra nueva,2026,True,115000,0.0,mercado
MD-0463,2026-07-10,Centro,83,3,2,6,False,a reformar,1969,True,376000,0.0,mercado
MD-0464,2026-08-06,Arganzuela,122,5,2,0,True,reformado,2006,True,798000,0.0,mercado
MD-0465,2026-01-01,Moncloa-Aravaca,179,6,2,2,False,a reformar,1958,True,724000,0.0,mercado
MD-0466,2026-07-25,Villaverde,46,1,1,5,True,reformado,1976,True,97000,-0.2152,infraprecio_inyectado
MD-0467,2026-03-18,Retiro,134,5,3,5,True,a reformar,1978,True,758000,0.0,mercado
MD-0468,2026-08-28,Ciudad Lineal,139,4,3,6,True,obra nueva,2025,False,685000,0.0,mercado
MD-0469,2025-09-30,Fuencarral-El Pardo,110,5,2,0,True,buen estado,1986,True,703000,0.0,mercado
MD-0470,2026-06-10,Puente de Vallecas,73,3,1,7,True,a reformar,1931,True,147000,0.0,mercado
MD-0471,2026-07-06,Tetuan,138,5,3,2,True,obra nueva,2026,True,944000,0.0,mercado
MD-0472,2026-06-23,Latina,44,1,1,2,True,reformado,1977,False,169000,0.2024,sobreprecio_inyectado
MD-0473,2026-05-25,San Blas-Canillejas,187,6,3,4,True,reformado,2010,True,947000,0.0,mercado
MD-0474,2025-10-23,Tetuan,75,2,2,5,False,a reformar,1965,True,247000,0.1981,sobreprecio_inyectado
MD-0475,2025-09-06,Chamartin,58,2,1,2,True,buen estado,1980,False,424000,-0.1267,infraprecio_inyectado
MD-0476,2026-03-07,Hortaleza,130,4,3,5,False,buen estado,1956,True,662000,0.0,mercado
MD-0477,2025-09-26,Arganzuela,55,1,1,3,False,buen estado,1962,True,358000,0.0,mercado
MD-0478,2025-10-30,Villa de Vallecas,59,2,1,2,True,buen estado,1955,True,205000,0.0,mercado
MD-0479,2026-03-06,Centro,43,1,1,4,True,reformado,1949,False,363000,0.0,mercado
MD-0480,2025-09-07,Puente de Vallecas,71,3,1,5,True,a reformar,2000,True,199000,0.0,mercado
MD-0481,2026-08-05,Fuencarral-El Pardo,121,3,2,1,True,reformado,1956,False,771000,0.0,mercado
MD-0482,2025-12-06,Villaverde,64,2,1,4,True,buen estado,1989,False,140000,0.1313,sobreprecio_inyectado
MD-0483,2025-10-15,Retiro,117,5,1,8,True,obra nueva,2024,True,801000,0.0,mercado
MD-0484,2025-11-30,Salamanca,35,1,1,5,True,a reformar,1980,True,242000,0.0,mercado
MD-0485,2026-03-25,Hortaleza,71,2,1,7,True,buen estado,1954,False,350000,0.0,mercado
MD-0486,2026-03-30,Vicalvaro,116,4,2,7,False,obra nueva,2026,False,359000,0.0,mercado
MD-0487,2026-07-02,Centro,64,3,1,8,True,reformado,2022,False,551000,0.0,mercado
MD-0488,2026-06-30,Ciudad Lineal,75,2,2,0,True,buen estado,1982,True,352000,0.0,mercado
MD-0489,2026-01-19,Carabanchel,60,2,1,3,True,buen estado,1994,True,196000,0.0,mercado
MD-0490,2026-03-13,Latina,50,2,1,1,True,reformado,1944,False,235000,0.0,mercado
MD-0491,2026-05-18,Hortaleza,110,3,2,8,True,a reformar,1945,True,477000,0.0,mercado
MD-0492,2026-07-13,Centro,46,2,1,0,False,buen estado,1971,True,381000,0.0,mercado
MD-0493,2026-03-16,Carabanchel,71,3,1,0,False,buen estado,1946,True,142000,-0.1918,infraprecio_inyectado
MD-0494,2026-04-05,Villa de Vallecas,93,3,2,1,True,obra nueva,2023,True,431000,0.0,mercado
MD-0495,2026-08-26,Villaverde,56,2,1,7,True,buen estado,2009,True,147000,0.0,mercado
MD-0496,2025-10-29,Villa de Vallecas,90,2,1,6,True,a reformar,2002,True,280000,0.0,mercado
MD-0497,2025-09-09,Ciudad Lineal,81,3,2,1,False,a reformar,1952,True,264000,0.0,mercado
MD-0498,2026-01-24,Centro,41,2,1,1,True,buen estado,1975,True,230000,-0.2286,infraprecio_inyectado
MD-0499,2026-02-25,Hortaleza,189,6,3,5,True,reformado,1981,True,1231000,0.0,mercado
MD-0500,2025-10-05,Carabanchel,93,2,2,7,True,buen estado,1975,True,317000,0.0,mercado
MD-0501,2025-10-04,Latina,65,2,1,8,True,buen estado,1962,True,154000,-0.2133,infraprecio_inyectado
MD-0502,2026-05-20,Tetuan,92,4,2,2,False,reformado,1952,True,423000,0.0,mercado
MD-0503,2026-05-24,Usera,58,2,1,6,True,a reformar,2001,True,175000,0.0,mercado
MD-0504,2025-09-16,Chamartin,57,2,1,8,True,buen estado,1978,True,464000,0.0,mercado
MD-0505,2026-02-12,Fuencarral-El Pardo,106,4,2,4,True,buen estado,1979,False,526000,0.0,mercado
MD-0506,2025-10-30,Centro,130,5,3,8,False,reformado,1961,True,1025000,0.0,mercado
MD-0507,2026-05-12,Chamartin,115,4,2,3,False,reformado,1969,False,841000,0.0,mercado
MD-0508,2025-12-15,Villaverde,77,3,2,8,True,buen estado,1994,True,177000,0.0,mercado
MD-0509,2026-04-14,Centro,56,2,1,5,True,reformado,1996,False,475000,0.0,mercado
MD-0510,2025-10-08,Ciudad Lineal,75,3,2,3,True,obra nueva,2025,True,545000,0.2452,sobreprecio_inyectado
MD-0511,2026-07-07,Carabanchel,58,2,1,4,True,obra nueva,2026,True,182000,0.0,mercado
MD-0512,2025-11-12,San Blas-Canillejas,177,6,3,2,True,buen estado,2004,True,623000,0.0,mercado
MD-0513,2025-11-12,Fuencarral-El Pardo,121,4,2,1,True,reformado,1970,True,892000,0.0,mercado
MD-0514,2026-01-26,Villa de Vallecas,99,3,2,6,True,a reformar,2004,True,347000,0.0,mercado
MD-0515,2026-01-12,Tetuan,37,1,1,5,True,buen estado,1973,True,217000,0.0,mercado
MD-0516,2026-04-05,Hortaleza,149,4,2,1,True,buen estado,1968,True,711000,0.0,mercado
MD-0517,2025-12-27,Puente de Vallecas,51,2,1,2,True,a reformar,1972,True,136000,0.0,mercado
MD-0518,2025-12-05,Barajas,84,3,2,8,False,reformado,1943,False,374000,0.144,sobreprecio_inyectado
MD-0519,2025-12-14,Puente de Vallecas,62,2,1,0,True,a reformar,1955,True,132000,0.0,mercado
MD-0520,2025-11-15,Tetuan,189,6,3,2,True,reformado,2000,True,820000,-0.2305,infraprecio_inyectado
MD-0521,2026-05-20,Hortaleza,119,4,2,6,True,a reformar,1990,True,587000,0.0,mercado
MD-0522,2025-11-10,Arganzuela,146,6,3,1,True,reformado,1962,False,763000,0.0,mercado
MD-0523,2026-04-30,Salamanca,144,5,3,4,True,reformado,1972,True,1636000,0.2035,sobreprecio_inyectado
MD-0524,2026-04-18,Carabanchel,81,3,1,0,True,buen estado,1979,False,216000,0.0,mercado
MD-0525,2026-08-08,Puente de Vallecas,61,3,1,8,True,buen estado,1964,True,250000,0.0,mercado
